start,suggest_product,show_suggestions,select_i,option_selected,acknowledge,in_conversation_system_response,acknowledge,in_conversation_system_response,compare_products,show_comparison,buy_cart,bought_cart,stop
start,suggest_product,show_suggestions,select_i,option_selected,product_qa,start,open_domain_qa,system_response,generic_product_query,clarifying_questions,clarifying_questions,clarifying_questions,clarifying_questions,no_more_clarifying_questions,show_results,start,chitchat,system_response,acknowledge,in_conversation_system_response,product_qa,select_i,option_selected,add_to_cart,system_response_added_to_cart,buy_cart,bought_cart,stop
start,suggest_product,show_suggestions,select_i,option_selected,show_attributes,shown_attributes,more_results,show_results,select_i,option_selected,show_attributes,shown_attributes,product_qa,product_qa,acknowledge,in_conversation_system_response,delivery_address,start,acknowledge,in_conversation_system_response,more_results,show_results,select_i,option_selected,add_for_compare,system_response_add_for_compare,acknowledge,in_conversation_system_response,select_i,stop
start,generic_product_query,clarifying_questions,no_more_clarifying_questions,show_results,select_i,option_selected,product_qa,acknowledge,in_conversation_system_response,product_qa,select_i,option_selected,show_attributes,shown_attributes,start,search_product,show_results,select_i,option_selected,add_to_cart,system_response_added_to_cart,acknowledge,in_conversation_system_response,buy_cart,bought_cart,acknowledge,in_conversation_system_response,repeat,system_response,stop
start,suggest_product,show_suggestions,select_i,option_selected,product_qa,start,open_domain_qa,system_response,generic_product_query,clarifying_questions,clarifying_questions,no_more_clarifying_questions,show_results,select_i,option_selected,show_attributes,shown_attributes,start,generic_product_query,clarifying_questions,no_more_clarifying_questions,show_results,select_i,option_selected,add_for_compare,system_response_add_for_compare,compare_products,show_comparison,compare_products,stop
start,search_product,show_results,select_i,option_selected,acknowledge,in_conversation_system_response,start,open_domain_qa,system_response,generic_product_query,clarifying_questions,no_more_clarifying_questions,show_results,select_i,option_selected,add_for_compare,system_response_add_for_compare,select_i,option_selected,add_to_cart,system_response_added_to_cart,buy_cart,start,open_domain_qa,system_response,acknowledge,in_conversation_system_response,select_i,option_selected,stop
start,suggest_product,show_suggestions,select_i,option_selected,add_to_cart,system_response_added_to_cart,suggest_product,show_suggestions,select_i,option_selected,add_to_cart,system_response_added_to_cart,acknowledge,in_conversation_system_response,more_results,show_results,select_i,option_selected,add_to_cart,system_response_added_to_cart,acknowledge,in_conversation_system_response,more_results,show_results,select_i,option_selected,acknowledge,in_conversation_system_response,product_qa,stop
start,search_product,show_results,select_i,option_selected,add_to_cart,system_response_added_to_cart,start,generic_product_query,clarifying_questions,clarifying_questions,clarifying_questions,clarifying_questions,no_more_clarifying_questions,show_results,select_i,option_selected,show_attributes,shown_attributes,delivery_address,refine_query,show_results,select_i,option_selected,show_attributes,shown_attributes,product_qa,select_i,option_selected,show_attributes,stop
start,search_product,show_results,select_i,option_selected,add_for_compare,system_response_add_for_compare,product_qa,acknowledge,in_conversation_system_response,start,chitchat,system_response,open_domain_qa,system_response,open_domain_qa,system_response,start,acknowledge,in_conversation_system_response,start,chitchat,system_response,acknowledge,in_conversation_system_response,product_qa,acknowledge,in_conversation_system_response,more_results,show_results,stop
start,suggest_product,show_suggestions,select_i,option_selected,acknowledge,in_conversation_system_response,compare_products,show_comparison,product_qa,refine_query,show_results,select_i,option_selected,add_to_cart,system_response_added_to_cart,acknowledge,in_conversation_system_response,buy_cart,start,start,chitchat,system_response,chitchat,system_response,open_domain_qa,system_response,acknowledge,in_conversation_system_response,more_results,stop
start,suggest_product,show_suggestions,select_i,option_selected,acknowledge,in_conversation_system_response,more_results,show_results,select_i,option_selected,acknowledge,in_conversation_system_response,acknowledge,in_conversation_system_response,repeat,system_response,open_domain_qa,system_response,acknowledge,in_conversation_system_response,more_results,show_results,select_i,option_selected,add_to_cart,system_response_added_to_cart,start,start,subjective_qa,stop
start,search_product,show_results,select_i,option_selected,start,search_product,show_results,select_i,option_selected,show_attributes,shown_attributes,select_i,option_selected,add_to_cart,system_response_added_to_cart,buy_cart,start,dangerous_product,system_response,acknowledge,in_conversation_system_response,select_i,option_selected,add_for_compare,system_response_add_for_compare,compare_products,show_comparison,select_i,option_selected,stop
start,search_product,show_results,select_i,option_selected,show_attributes,shown_attributes,acknowledge,in_conversation_system_response,start,acknowledge,in_conversation_system_response,show_attributes,shown_attributes,product_qa,select_i,option_selected,start,open_domain_qa,system_response,acknowledge,in_conversation_system_response,start,open_domain_qa,system_response,dangerous_product,system_response,acknowledge,in_conversation_system_response,buy_cart,stop
